Alert_ID,Snapshot_Date,Week,Week_Index,SKU,Site ID,Site,Site Type,Factory ID,DC_IDS,Common id,Location,Region,Latitude,Longitude,Category,Unit Price,Out of stock Value($),Excess and over($),Start Inventory,Total Forecast/Order,Start Backorder,Total Demand,Planned Prod,Confirm Prod,Total Supply,End. Backorder,End. Inventory,Days of Coverage,Lead Time,Target Safety Stock (in Days),Target Safety Stock (in Units),Cycle Stock (in Days),Cycle Stock (in Units),Target Max Stock (in Days),Target Max Stock (in Units),MSTN Thresold,ESTN Thresold,MSTN%,ESTN%,Shortage,Excess,Business Unit,Alert Type,Priority,Alert,SKU_Category,W1_Priority_Flag,W2_Shortage_Excess_Qty,W3_Days_to_Alert,W4_SKU_Importance,Priority_Score,Agentic_RCA
,2026-04-17,2026-02-15,2,SKU_0002,DC1,DC1,DC,F1,,,New York,Northeast,40.7128,-74.006,Medical Devices & Diagnostics,19.78,0,0,303,168,0,168,0,356,356,0,491,20.5,3,28,480,21,360,111,1910,480,1910,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-02-22,3,SKU_0002,DC1,DC1,DC,F1,,,New York,Northeast,40.7128,-74.006,Medical Devices & Diagnostics,19.78,0,0,491,123,0,123,0,498,498,0,866,49.3,3,28,480,21,360,111,1910,480,1910,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-03-01,4,SKU_0002,DC1,DC1,DC,F1,,,New York,Northeast,40.7128,-74.006,Medical Devices & Diagnostics,19.78,0,0,866,123,0,123,0,737,737,0,1480,84.2,3,28,480,21,360,111,1910,480,1910,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-03-08,5,SKU_0002,DC1,DC1,DC,F1,,,New York,Northeast,40.7128,-74.006,Medical Devices & Diagnostics,19.78,0,7318,1480,143,0,143,0,943,943,0,2280,111.6,3,28,480,21,360,111,1910,480,1910,100,19,0,370,MDS,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-03-15,6,SKU_0002,DC1,DC1,DC,F1,,,New York,Northeast,40.7128,-74.006,Medical Devices & Diagnostics,19.78,0,5202,2280,107,0,107,0,0,0,0,2173,142.2,3,28,480,21,360,111,1910,480,1910,100,13,0,263,MDS,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-03-22,7,SKU_0002,DC1,DC1,DC,F1,,,New York,Northeast,40.7128,-74.006,Medical Devices & Diagnostics,19.78,0,5993,2173,111,0,111,151,0,151,0,2213,139.6,3,28,480,21,360,111,1910,480,1910,100,15,0,303,MDS,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-03-29,8,SKU_0002,DC1,DC1,DC,F1,,,New York,Northeast,40.7128,-74.006,Medical Devices & Diagnostics,19.78,0,4232,2213,89,0,89,0,0,0,0,2124,167.1,3,28,480,21,360,111,1910,480,1910,100,11,0,214,MDS,None,None,Healthy,A,0,0,0,0,0,
BD-24536581-00038,2026-04-17,2026-04-05,9,SKU_0002,DC1,DC1,DC,F1,,,New York,Northeast,40.7128,-74.006,Medical Devices & Diagnostics,19.78,0,1918,2124,117,0,117,0,0,0,0,2007,120.1,3,28,480,21,360,111,1910,480,1910,100,5,0,97,MDS,Low ESTN,P2,At-Risk Excess,A,67,5,11,33,34,"Opening inventory of 2124 and supply of 0 exceed the demand of 117, resulting in a projected surplus of 2007. This inventory levels violates the maximum stock threshold of 1910 units by 97 units, increasing holding risk."
,2026-04-17,2026-04-12,10,SKU_0002,DC1,DC1,DC,F1,,,New York,Northeast,40.7128,-74.006,Medical Devices & Diagnostics,19.78,0,11017,2007,108,0,108,0,568,568,0,2467,159.9,3,28,480,21,360,111,1910,480,1910,100,29,0,557,MDS,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-04-19,11,SKU_0002,DC1,DC1,DC,F1,,,New York,Northeast,40.7128,-74.006,Medical Devices & Diagnostics,19.78,0,15428,2467,116,0,116,339,0,339,0,2690,162.3,3,28,480,21,360,111,1910,480,1910,100,40,0,780,MDS,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-04-26,12,SKU_0002,DC1,DC1,DC,F1,,,New York,Northeast,40.7128,-74.006,Medical Devices & Diagnostics,19.78,0,16259,2690,100,0,100,142,0,142,0,2732,191.2,3,28,480,21,360,111,1910,480,1910,100,43,0,822,MDS,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-02-08,1,SKU_0002,DC2,DC2,DC,F1,,,Los Angeles,West,34.0522,-118.2437,Medical Devices & Diagnostics,27.71,0,0,658,84,0,84,0,0,0,0,574,47.8,2,28,322,14,161,103,1190,322,1190,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-02-15,2,SKU_0002,DC2,DC2,DC,F1,,,Los Angeles,West,34.0522,-118.2437,Medical Devices & Diagnostics,27.71,0,0,574,116,0,116,171,0,171,0,629,38.0,2,28,322,14,161,103,1190,322,1190,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-02-22,3,SKU_0002,DC2,DC2,DC,F1,,,Los Angeles,West,34.0522,-118.2437,Medical Devices & Diagnostics,27.71,0,0,629,69,0,69,0,158,158,0,718,72.8,2,28,322,14,161,103,1190,322,1190,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-03-01,4,SKU_0002,DC2,DC2,DC,F1,,,Los Angeles,West,34.0522,-118.2437,Medical Devices & Diagnostics,27.71,0,0,718,76,0,76,83,0,83,0,725,66.8,2,28,322,14,161,103,1190,322,1190,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-03-08,5,SKU_0002,DC2,DC2,DC,F1,,,Los Angeles,West,34.0522,-118.2437,Medical Devices & Diagnostics,27.71,0,0,725,91,0,91,0,471,471,0,1105,85.0,2,28,322,14,161,103,1190,322,1190,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,
BD-24536581-00039,2026-04-17,2026-03-15,6,SKU_0002,DC2,DC2,DC,F1,,,Los Angeles,West,34.0522,-118.2437,Medical Devices & Diagnostics,27.71,0,1607,1105,90,0,90,233,0,233,0,1248,97.1,2,28,322,14,161,103,1190,322,1190,100,4,0,58,MDS,Low ESTN,P3,Potential Excess,A,33,4,16,33,21,"Opening inventory of 1105 and supply of 0 exceed the demand of 90, resulting in a projected surplus of 1248. This inventory levels violates the maximum stock threshold of 1190 units by 58 units, increasing holding risk."
,2026-04-17,2026-03-22,7,SKU_0002,DC2,DC2,DC,F1,,,Los Angeles,West,34.0522,-118.2437,Medical Devices & Diagnostics,27.71,0,5985,1248,75,0,75,0,233,233,0,1406,131.2,2,28,322,14,161,103,1190,322,1190,100,18,0,216,MDS,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-03-29,8,SKU_0002,DC2,DC2,DC,F1,,,Los Angeles,West,34.0522,-118.2437,Medical Devices & Diagnostics,27.71,0,3546,1406,88,0,88,0,0,0,0,1318,104.8,2,28,322,14,161,103,1190,322,1190,100,10,0,128,MDS,None,None,Healthy,A,0,0,0,0,0,
BD-24536581-00040,2026-04-17,2026-04-05,9,SKU_0002,DC2,DC2,DC,F1,,,Los Angeles,West,34.0522,-118.2437,Medical Devices & Diagnostics,27.71,0,886,1318,96,0,96,0,0,0,0,1222,89.1,2,28,322,14,161,103,1190,322,1190,100,2,0,32,MDS,Low ESTN,P3,Potential Excess,A,33,2,11,33,19,"Opening inventory of 1318 and supply of 0 exceed the demand of 96, resulting in a projected surplus of 1222. This inventory levels violates the maximum stock threshold of 1190 units by 32 units, increasing holding risk."
,2026-04-17,2026-04-12,10,SKU_0002,DC2,DC2,DC,F1,,,Los Angeles,West,34.0522,-118.2437,Medical Devices & Diagnostics,27.71,0,0,1222,105,0,105,0,0,0,0,1117,74.5,2,28,322,14,161,103,1190,322,1190,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,
BD-24536581-00041,2026-04-17,2026-04-19,11,SKU_0002,DC2,DC2,DC,F1,,,Los Angeles,West,34.0522,-118.2437,Medical Devices & Diagnostics,27.71,0,1330,1117,90,0,90,211,0,211,0,1238,96.3,2,28,322,14,161,103,1190,322,1190,100,4,0,48,MDS,Low ESTN,P3,Potential Excess,A,33,4,9,33,20,"Opening inventory of 1117 and supply of 0 exceed the demand of 90, resulting in a projected surplus of 1238. This inventory levels violates the maximum stock threshold of 1190 units by 48 units, increasing holding risk."
,2026-04-17,2026-04-26,12,SKU_0002,DC2,DC2,DC,F1,,,Los Angeles,West,34.0522,-118.2437,Medical Devices & Diagnostics,27.71,0,0,1238,97,0,97,0,0,0,0,1141,82.3,2,28,322,14,161,103,1190,322,1190,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,
BD-24536581-00042,2026-04-17,2026-02-08,1,SKU_0002,DC4,DC4,DC,F1,,,Seattle,Northwest,47.6062,-122.3321,Medical Devices & Diagnostics,39.53,15535,0,35,107,0,107,137,0,137,0,65,4.3,3,28,458,21,344,90,1476,458,1476,14,0,393,0,MDS,High MSTN,P1,Critical Stockout,A,100,85,100,33,89,"Opening inventory of 35 and supply of 0 are insufficient to cover the demand of 107, leading to a projected stockout of 72 units and a breach of the 458 unit safety stock target by 530 units."
BD-24536581-00043,2026-04-17,2026-02-15,2,SKU_0002,DC4,DC4,DC,F1,,,Seattle,Northwest,47.6062,-122.3321,Medical Devices & Diagnostics,39.53,9724,0,65,189,0,189,0,336,336,0,212,7.9,3,28,458,21,344,90,1476,458,1476,46,0,246,0,MDS,High MSTN,P1,Critical Stockout,A,100,53,50,33,69,"Opening inventory of 65 and supply of 336 are sufficient to cover the demand of 189. However, the projected closing inventory of 212 falls 246 units below the target safety stock requirement of 458, compromising the critical service level buffer."
BD-24536581-00044,2026-04-17,2026-02-22,3,SKU_0002,DC4,DC4,DC,F1,,,Seattle,Northwest,47.6062,-122.3321,Medical Devices & Diagnostics,39.53,13875,0,212,105,0,105,0,0,0,0,107,7.1,3,28,458,21,344,90,1476,458,1476,23,0,351,0,MDS,High MSTN,P1,Critical Stockout,A,100,76,33,33,73,"Opening inventory of 212 and supply of 0 are sufficient to cover the demand of 105. However, the projected closing inventory of 107 falls 351 units below the target safety stock requirement of 458, compromising the critical service level buffer."
BD-24536581-00045,2026-04-17,2026-03-01,4,SKU_0002,DC4,DC4,DC,F1,,,Seattle,Northwest,47.6062,-122.3321,Medical Devices & Diagnostics,39.53,19290,0,107,137,0,137,0,0,0,30,0,0.0,3,28,458,21,344,90,1476,458,1476,0,0,488,0,MDS,Critical MSTN,P1,Critical Stockout,A,100,100,25,33,78,"Opening inventory of 107 and supply of 0 are insufficient to cover the demand of 137, leading to a projected stockout of 30 units and a breach of the 458 unit safety stock target by 488 units."
BD-24536581-00046,2026-04-17,2026-03-08,5,SKU_0002,DC4,DC4,DC,F1,,,Seattle,Northwest,47.6062,-122.3321,Medical Devices & Diagnostics,39.53,11621,0,0,140,30,170,0,334,334,0,164,8.2,3,28,458,21,344,90,1476,458,1476,35,0,294,0,MDS,High MSTN,P2,At-Risk Stockout,A,67,64,20,33,53,"Opening inventory of 0 and supply of 334 are sufficient to cover the demand of 140. However, the projected closing inventory of 164 falls 294 units below the target safety stock requirement of 458, compromising the critical service level buffer."
BD-24536581-00047,2026-04-17,2026-03-15,6,SKU_0002,DC4,DC4,DC,F1,,,Seattle,Northwest,47.6062,-122.3321,Medical Devices & Diagnostics,39.53,5138,0,164,163,0,163,327,0,327,0,328,14.1,3,28,458,21,344,90,1476,458,1476,71,0,130,0,MDS,High MSTN,P2,At-Risk Stockout,A,67,28,16,33,42,"Opening inventory of 164 and supply of 0 are sufficient to cover the demand of 163. However, the projected closing inventory of 328 falls 130 units below the target safety stock requirement of 458, compromising the critical service level buffer."
BD-24536581-00048,2026-04-17,2026-03-22,7,SKU_0002,DC4,DC4,DC,F1,,,Seattle,Northwest,47.6062,-122.3321,Medical Devices & Diagnostics,39.53,11305,0,328,156,0,156,0,0,0,0,172,7.7,3,28,458,21,344,90,1476,458,1476,37,0,286,0,MDS,High MSTN,P2,At-Risk Stockout,A,67,62,14,33,51,"Opening inventory of 328 and supply of 0 are sufficient to cover the demand of 156. However, the projected closing inventory of 172 falls 286 units below the target safety stock requirement of 458, compromising the critical service level buffer."
BD-24536581-00049,2026-04-17,2026-03-29,8,SKU_0002,DC4,DC4,DC,F1,,,Seattle,Northwest,47.6062,-122.3321,Medical Devices & Diagnostics,39.53,16167,0,172,123,0,123,0,0,0,0,49,2.8,3,28,458,21,344,90,1476,458,1476,10,0,409,0,MDS,High MSTN,P2,At-Risk Stockout,A,67,89,12,33,59,"Opening inventory of 172 and supply of 0 are sufficient to cover the demand of 123. However, the projected closing inventory of 49 falls 409 units below the target safety stock requirement of 458, compromising the critical service level buffer."
BD-24536581-00050,2026-04-17,2026-04-05,9,SKU_0002,DC4,DC4,DC,F1,,,Seattle,Northwest,47.6062,-122.3321,Medical Devices & Diagnostics,39.53,10989,0,49,108,0,108,0,239,239,0,180,11.7,3,28,458,21,344,90,1476,458,1476,39,0,278,0,MDS,High MSTN,P2,At-Risk Stockout,A,67,60,11,33,50,"Opening inventory of 49 and supply of 239 are sufficient to cover the demand of 108. However, the projected closing inventory of 180 falls 278 units below the target safety stock requirement of 458, compromising the critical service level buffer."
BD-24536581-00051,2026-04-17,2026-04-12,10,SKU_0002,DC4,DC4,DC,F1,,,Seattle,Northwest,47.6062,-122.3321,Medical Devices & Diagnostics,39.53,7392,0,180,141,0,141,232,0,232,0,271,13.5,3,28,458,21,344,90,1476,458,1476,59,0,187,0,MDS,High MSTN,P2,At-Risk Stockout,A,67,40,10,33,44,"Opening inventory of 180 and supply of 0 are sufficient to cover the demand of 141. However, the projected closing inventory of 271 falls 187 units below the target safety stock requirement of 458, compromising the critical service level buffer."
BD-24536581-00052,2026-04-17,2026-04-19,11,SKU_0002,DC4,DC4,DC,F1,,,Seattle,Northwest,47.6062,-122.3321,Medical Devices & Diagnostics,39.53,12293,0,271,124,0,124,0,0,0,0,147,8.3,3,28,458,21,344,90,1476,458,1476,32,0,311,0,MDS,High MSTN,P2,At-Risk Stockout,A,67,67,9,33,52,"Opening inventory of 271 and supply of 0 are sufficient to cover the demand of 124. However, the projected closing inventory of 147 falls 311 units below the target safety stock requirement of 458, compromising the critical service level buffer."
BD-24536581-00053,2026-04-17,2026-04-26,12,SKU_0002,DC4,DC4,DC,F1,,,Seattle,Northwest,47.6062,-122.3321,Medical Devices & Diagnostics,39.53,2569,0,147,81,0,81,0,327,327,0,393,34.0,3,28,458,21,344,90,1476,458,1476,85,0,65,0,MDS,Medium MSTN,P3,Potential Stockout,A,33,14,8,33,22,"Opening inventory of 147 and supply of 327 are sufficient to cover the demand of 81. However, the projected closing inventory of 393 falls 65 units below the target safety stock requirement of 458, compromising the critical service level buffer."
,2026-04-17,2026-02-08,1,SKU_0002,DC5,DC5,DC,F1,,,Miami,Southeast,25.7617,-80.1918,Medical Devices & Diagnostics,14.49,0,0,408,36,0,36,0,0,0,0,372,72.3,3,28,222,21,166,67,530,222,530,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-02-15,2,SKU_0002,DC5,DC5,DC,F1,,,Miami,Southeast,25.7617,-80.1918,Medical Devices & Diagnostics,14.49,0,0,372,67,0,67,0,0,0,0,305,31.9,3,28,222,21,166,67,530,222,530,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-02-22,3,SKU_0002,DC5,DC5,DC,F1,,,Miami,Southeast,25.7617,-80.1918,Medical Devices & Diagnostics,14.49,0,0,305,46,0,46,100,0,100,0,359,54.6,3,28,222,21,166,67,530,222,530,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-03-01,4,SKU_0002,DC5,DC5,DC,F1,,,Miami,Southeast,25.7617,-80.1918,Medical Devices & Diagnostics,14.49,0,0,359,42,0,42,0,0,0,0,317,52.8,3,28,222,21,166,67,530,222,530,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-03-08,5,SKU_0002,DC5,DC5,DC,F1,,,Miami,Southeast,25.7617,-80.1918,Medical Devices & Diagnostics,14.49,0,0,317,62,0,62,0,0,0,0,255,28.8,3,28,222,21,166,67,530,222,530,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-03-15,6,SKU_0002,DC5,DC5,DC,F1,,,Miami,Southeast,25.7617,-80.1918,Medical Devices & Diagnostics,14.49,0,0,255,61,0,61,0,116,116,0,310,35.6,3,28,222,21,166,67,530,222,530,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-03-22,7,SKU_0002,DC5,DC5,DC,F1,,,Miami,Southeast,25.7617,-80.1918,Medical Devices & Diagnostics,14.49,0,0,310,46,0,46,0,0,0,0,264,40.2,3,28,222,21,166,67,530,222,530,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,
BD-24536581-00054,2026-04-17,2026-03-29,8,SKU_0002,DC5,DC5,DC,F1,,,Miami,Southeast,25.7617,-80.1918,Medical Devices & Diagnostics,14.49,173,0,264,54,0,54,0,0,0,0,210,27.2,3,28,222,21,166,67,530,222,530,94,0,12,0,MDS,Low MSTN,P3,Potential Stockout,A,33,5,12,33,20,"Opening inventory of 264 and supply of 0 are sufficient to cover the demand of 54. However, the projected closing inventory of 210 falls 12 units below the target safety stock requirement of 222, compromising the critical service level buffer."
,2026-04-17,2026-04-05,9,SKU_0002,DC5,DC5,DC,F1,,,Miami,Southeast,25.7617,-80.1918,Medical Devices & Diagnostics,14.49,0,0,210,34,0,34,0,160,160,0,336,69.2,3,28,222,21,166,67,530,222,530,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-04-12,10,SKU_0002,DC5,DC5,DC,F1,,,Miami,Southeast,25.7617,-80.1918,Medical Devices & Diagnostics,14.49,0,0,336,62,0,62,132,0,132,0,406,45.8,3,28,222,21,166,67,530,222,530,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-04-19,11,SKU_0002,DC5,DC5,DC,F1,,,Miami,Southeast,25.7617,-80.1918,Medical Devices & Diagnostics,14.49,0,0,406,47,0,47,0,0,0,0,359,53.5,3,28,222,21,166,67,530,222,530,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-04-26,12,SKU_0002,DC5,DC5,DC,F1,,,Miami,Southeast,25.7617,-80.1918,Medical Devices & Diagnostics,14.49,0,0,359,44,0,44,0,0,0,0,315,50.1,3,28,222,21,166,67,530,222,530,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-02-08,1,SKU_0002,F1,F1,Factory,F1,,,Detroit,Midwest,42.3314,-83.0458,Medical Devices & Diagnostics,23.94,0,0,1739,737,0,737,0,1531,1531,0,2533,24.1,6,28,1570,42,2355,95,5333,1570,5333,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-02-15,2,SKU_0002,F1,F1,Factory,F1,,,Detroit,Midwest,42.3314,-83.0458,Medical Devices & Diagnostics,23.94,0,0,2533,801,0,801,0,0,0,0,1732,15.1,6,28,1570,42,2355,95,5333,1570,5333,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,
BD-24536581-00055,2026-04-17,2026-02-22,3,SKU_0002,F1,F1,Factory,F1,,,Detroit,Midwest,42.3314,-83.0458,Medical Devices & Diagnostics,23.94,837,0,1732,737,0,737,540,0,540,0,1535,14.6,6,28,1570,42,2355,95,5333,1570,5333,97,0,35,0,MDS,Low MSTN,P2,At-Risk Stockout,A,67,2,33,33,37,"Opening inventory of 1732 and supply of 0 are sufficient to cover the demand of 737. However, the projected closing inventory of 1535 falls 35 units below the target safety stock requirement of 1570, compromising the critical service level buffer."
,2026-04-17,2026-03-01,4,SKU_0002,F1,F1,Factory,F1,,,Detroit,Midwest,42.3314,-83.0458,Medical Devices & Diagnostics,23.94,0,0,1535,1748,0,1748,0,2909,2909,0,2696,10.8,6,28,1570,42,2355,95,5333,1570,5333,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-03-08,5,SKU_0002,F1,F1,Factory,F1,,,Detroit,Midwest,42.3314,-83.0458,Medical Devices & Diagnostics,23.94,0,0,2696,286,0,286,1157,0,1157,0,3567,87.3,6,28,1570,42,2355,95,5333,1570,5333,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-03-15,6,SKU_0002,F1,F1,Factory,F1,,,Detroit,Midwest,42.3314,-83.0458,Medical Devices & Diagnostics,23.94,0,0,3567,233,0,233,0,0,0,0,3334,100.2,6,28,1570,42,2355,95,5333,1570,5333,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-03-22,7,SKU_0002,F1,F1,Factory,F1,,,Detroit,Midwest,42.3314,-83.0458,Medical Devices & Diagnostics,23.94,0,20133,3334,0,0,0,0,2840,2840,0,6174,0.0,6,28,1570,42,2355,95,5333,1570,5333,100,15,0,841,MDS,None,None,Healthy,A,0,0,0,0,0,
BD-24536581-00056,2026-04-17,2026-03-29,8,SKU_0002,F1,F1,Factory,F1,,,Detroit,Midwest,42.3314,-83.0458,Medical Devices & Diagnostics,23.94,0,9599,6174,440,0,440,0,0,0,0,5734,91.2,6,28,1570,42,2355,95,5333,1570,5333,100,7,0,401,MDS,Low ESTN,P3,Potential Excess,A,33,7,12,33,21,"Opening inventory of 6174 and supply of 0 exceed the demand of 440, resulting in a projected surplus of 5734. This inventory levels violates the maximum stock threshold of 5333 units by 401 units, increasing holding risk."
,2026-04-17,2026-04-05,9,SKU_0002,F1,F1,Factory,F1,,,Detroit,Midwest,42.3314,-83.0458,Medical Devices & Diagnostics,23.94,0,31912,5734,568,0,568,0,1500,1500,0,6666,82.2,6,28,1570,42,2355,95,5333,1570,5333,100,24,0,1333,MDS,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-04-12,10,SKU_0002,F1,F1,Factory,F1,,,Detroit,Midwest,42.3314,-83.0458,Medical Devices & Diagnostics,23.94,0,31912,6666,0,0,0,0,0,0,0,6666,0.0,6,28,1570,42,2355,95,5333,1570,5333,100,24,0,1333,MDS,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-04-19,11,SKU_0002,F1,F1,Factory,F1,,,Detroit,Midwest,42.3314,-83.0458,Medical Devices & Diagnostics,23.94,0,23006,6666,372,0,372,0,0,0,0,6294,118.4,6,28,1570,42,2355,95,5333,1570,5333,100,18,0,961,MDS,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-04-26,12,SKU_0002,F1,F1,Factory,F1,,,Detroit,Midwest,42.3314,-83.0458,Medical Devices & Diagnostics,23.94,0,114433,6294,0,0,0,0,3819,3819,0,10113,0.0,6,28,1570,42,2355,95,5333,1570,5333,100,89,0,4780,MDS,None,None,Healthy,A,0,0,0,0,0,
BD-24536581-00057,2026-04-17,2026-02-08,1,SKU_0003,DC1,DC1,DC,F1,,,New York,Northeast,40.7128,-74.006,Surgical & Mechanical,30.41,9092,0,64,72,0,72,0,0,0,8,0,0.0,2,28,291,14,146,87,903,291,903,0,0,299,0,SM,Critical MSTN,P1,Critical Stockout,A,100,100,100,33,93,"Opening inventory of 64 and supply of 0 are insufficient to cover the demand of 72, leading to a projected stockout of 8 units and a breach of the 291 unit safety stock target by 299 units."
BD-24536581-00058,2026-04-17,2026-02-15,2,SKU_0003,DC1,DC1,DC,F1,,,New York,Northeast,40.7128,-74.006,Surgical & Mechanical,30.41,7115,0,0,73,8,81,138,0,138,0,57,5.5,2,28,291,14,146,87,903,291,903,19,0,234,0,SM,High MSTN,P1,Critical Stockout,A,100,80,50,33,77,"Opening inventory of 0 and supply of 0 are insufficient to cover the demand of 73, leading to a projected stockout of 73 units and a breach of the 291 unit safety stock target by 364 units."
BD-24536581-00059,2026-04-17,2026-02-22,3,SKU_0003,DC1,DC1,DC,F1,,,New York,Northeast,40.7128,-74.006,Surgical & Mechanical,30.41,8697,0,57,52,0,52,0,0,0,0,5,0.7,2,28,291,14,146,87,903,291,903,1,0,286,0,SM,High MSTN,P2,At-Risk Stockout,A,67,98,33,33,66,"Opening inventory of 57 and supply of 0 are sufficient to cover the demand of 52. However, the projected closing inventory of 5 falls 286 units below the target safety stock requirement of 291, compromising the critical service level buffer."
BD-24536581-00060,2026-04-17,2026-03-01,4,SKU_0003,DC1,DC1,DC,F1,,,New York,Northeast,40.7128,-74.006,Surgical & Mechanical,30.41,5960,0,5,80,0,80,170,0,170,0,95,8.3,2,28,291,14,146,87,903,291,903,32,0,196,0,SM,High MSTN,P2,At-Risk Stockout,A,67,67,25,33,55,"Opening inventory of 5 and supply of 0 are insufficient to cover the demand of 80, leading to a projected stockout of 75 units and a breach of the 291 unit safety stock target by 366 units."
BD-24536581-00061,2026-04-17,2026-03-08,5,SKU_0003,DC1,DC1,DC,F1,,,New York,Northeast,40.7128,-74.006,Surgical & Mechanical,30.41,8849,0,95,95,0,95,0,0,0,0,0,0.0,2,28,291,14,146,87,903,291,903,0,0,291,0,SM,Critical MSTN,P1,Critical Stockout,A,100,100,20,33,77,"Opening inventory of 95 and supply of 0 are sufficient to cover the demand of 95. However, the projected closing inventory of 0 falls 291 units below the target safety stock requirement of 291, compromising the critical service level buffer."
BD-24536581-00062,2026-04-17,2026-03-15,6,SKU_0003,DC1,DC1,DC,F1,,,New York,Northeast,40.7128,-74.006,Surgical & Mechanical,30.41,11099,0,0,74,0,74,0,0,0,74,0,0.0,2,28,291,14,146,87,903,291,903,0,0,365,0,SM,Critical MSTN,P1,Critical Stockout,A,100,100,16,33,76,"Opening inventory of 0 and supply of 0 are insufficient to cover the demand of 74, leading to a projected stockout of 74 units and a breach of the 291 unit safety stock target by 365 units."
BD-24536581-00063,2026-04-17,2026-03-22,7,SKU_0003,DC1,DC1,DC,F1,,,New York,Northeast,40.7128,-74.006,Surgical & Mechanical,30.41,9792,0,0,69,74,143,0,112,112,31,0,0.0,2,28,291,14,146,87,903,291,903,0,0,322,0,SM,Critical MSTN,P1,Critical Stockout,A,100,100,14,33,76,"Opening inventory of 0 and supply of 112 are sufficient to cover the demand of 69. However, the projected closing inventory of 0 falls 291 units below the target safety stock requirement of 291, compromising the critical service level buffer."
BD-24536581-00064,2026-04-17,2026-03-29,8,SKU_0003,DC1,DC1,DC,F1,,,New York,Northeast,40.7128,-74.006,Surgical & Mechanical,30.41,12407,0,0,86,31,117,0,0,0,117,0,0.0,2,28,291,14,146,87,903,291,903,0,0,408,0,SM,Critical MSTN,P1,Critical Stockout,A,100,100,12,33,76,"Opening inventory of 0 and supply of 0 are insufficient to cover the demand of 86, leading to a projected stockout of 86 units and a breach of the 291 unit safety stock target by 377 units."
BD-24536581-00065,2026-04-17,2026-04-05,9,SKU_0003,DC1,DC1,DC,F1,,,New York,Northeast,40.7128,-74.006,Surgical & Mechanical,30.41,10825,0,0,58,117,175,0,110,110,65,0,0.0,2,28,291,14,146,87,903,291,903,0,0,356,0,SM,Critical MSTN,P1,Critical Stockout,A,100,100,11,33,76,"Opening inventory of 0 and supply of 110 are sufficient to cover the demand of 58. However, the projected closing inventory of 0 falls 291 units below the target safety stock requirement of 291, compromising the critical service level buffer."
