Alert_ID,Snapshot_Date,Week,Week_Index,SKU,Site,SKU Desc,Site Desc,Site Type,Category,Start Inventory,Total Forecast/Order,Start Backorder,Total Demand,Planned Prod,Confirm Prod,Total Supply,End. Backorder,End. Inventory,Days of Coverage,Lead Time,Target Safety Stock (in Days),Target Safety Stock (in Units),Cycle Stock (in Days),Cycle Stock (in Units),Target Max Stock (in Days),Target Max Stock (in Units),MSTN Thresold,ESTN Thresold,MSTN%,ESTN%,Shortage,Excess,Business Unit,Alert Type,Priority,Alert,SKU_Category,W1_Priority_Flag,W2_Shortage_Excess_Qty,W3_Days_to_Alert,W4_SKU_Importance,Priority_Score,RCA_Summary,Agentic_RCA
BD-20260331-00027,2026-03-31,2026-03-08,5,SKU_0001,FAC_01,Medical Device for SKU_0001,BD Manufacturing Facility - New Jersey,Factory,Medical Devices & Diagnostics,984,454,0,454,0,0,0,0,530,8.2,5,28,962,35,1202,89,3059,962,3059,55,0,432,0,MDS,High MSTN,P1,Critical Stockout,C,100,44,20,33,60,Opening Stock (984) + Zero Inbound Supply cannot meet Demand (454). Week 5 within 5-week lead time.,"Opening inventory of 984 and supply of 0 are sufficient to cover the demand of 454. However, the projected closing inventory of 530 falls 432 units below the target safety stock requirement of 962, compromising the critical service level buffer."
,2026-03-31,2026-03-15,6,SKU_0001,FAC_01,Medical Device for SKU_0001,BD Manufacturing Facility - New Jersey,Factory,Medical Devices & Diagnostics,530,465,0,465,0,959,959,0,1024,15.4,5,28,962,35,1202,89,3059,962,3059,100,0,0,0,MDS,None,None,Healthy,C,0,0,0,0,0,,
,2026-03-31,2026-03-22,7,SKU_0001,FAC_01,Medical Device for SKU_0001,BD Manufacturing Facility - New Jersey,Factory,Medical Devices & Diagnostics,1024,134,0,134,0,1711,1711,0,2601,135.9,5,28,962,35,1202,89,3059,962,3059,100,0,0,0,MDS,None,None,Healthy,C,0,0,0,0,0,,
,2026-03-31,2026-03-29,8,SKU_0001,FAC_01,Medical Device for SKU_0001,BD Manufacturing Facility - New Jersey,Factory,Medical Devices & Diagnostics,2601,457,0,457,0,0,0,0,2144,32.8,5,28,962,35,1202,89,3059,962,3059,100,0,0,0,MDS,None,None,Healthy,C,0,0,0,0,0,,
,2026-03-31,2026-04-05,9,SKU_0001,FAC_01,Medical Device for SKU_0001,BD Manufacturing Facility - New Jersey,Factory,Medical Devices & Diagnostics,2144,104,0,104,0,0,0,0,2040,137.3,5,28,962,35,1202,89,3059,962,3059,100,0,0,0,MDS,None,None,Healthy,C,0,0,0,0,0,,
,2026-03-31,2026-04-12,10,SKU_0001,FAC_01,Medical Device for SKU_0001,BD Manufacturing Facility - New Jersey,Factory,Medical Devices & Diagnostics,2040,564,0,564,0,0,0,0,1476,18.3,5,28,962,35,1202,89,3059,962,3059,100,0,0,0,MDS,None,None,Healthy,C,0,0,0,0,0,,
,2026-03-31,2026-04-19,11,SKU_0001,FAC_01,Medical Device for SKU_0001,BD Manufacturing Facility - New Jersey,Factory,Medical Devices & Diagnostics,1476,316,0,316,387,0,387,0,1547,34.3,5,28,962,35,1202,89,3059,962,3059,100,0,0,0,MDS,None,None,Healthy,C,0,0,0,0,0,,
,2026-03-31,2026-04-26,12,SKU_0001,FAC_01,Medical Device for SKU_0001,BD Manufacturing Facility - New Jersey,Factory,Medical Devices & Diagnostics,1547,0,0,0,0,610,610,0,2157,0.0,5,28,962,35,1202,89,3059,962,3059,100,0,0,0,MDS,None,None,Healthy,C,0,0,0,0,0,,
,2026-03-31,2026-02-08,1,SKU_0002,DC_01,Medical Device for SKU_0002,Chicago Distribution Center,DC,Medical Devices & Diagnostics,836,102,0,102,0,0,0,0,734,50.4,2,28,372,14,186,65,870,372,870,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-02-15,2,SKU_0002,DC_01,Medical Device for SKU_0002,Chicago Distribution Center,DC,Medical Devices & Diagnostics,734,164,0,164,0,0,0,0,570,24.3,2,28,372,14,186,65,870,372,870,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-02-22,3,SKU_0002,DC_01,Medical Device for SKU_0002,Chicago Distribution Center,DC,Medical Devices & Diagnostics,570,87,0,87,200,0,200,0,683,55.0,2,28,372,14,186,65,870,372,870,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-03-01,4,SKU_0002,DC_01,Medical Device for SKU_0002,Chicago Distribution Center,DC,Medical Devices & Diagnostics,683,107,0,107,0,204,204,0,780,51.0,2,28,372,14,186,65,870,372,870,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-03-08,5,SKU_0002,DC_01,Medical Device for SKU_0002,Chicago Distribution Center,DC,Medical Devices & Diagnostics,780,59,0,59,99,0,99,0,820,97.3,2,28,372,14,186,65,870,372,870,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-03-15,6,SKU_0002,DC_01,Medical Device for SKU_0002,Chicago Distribution Center,DC,Medical Devices & Diagnostics,820,99,0,99,0,0,0,0,721,51.0,2,28,372,14,186,65,870,372,870,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-03-22,7,SKU_0002,DC_01,Medical Device for SKU_0002,Chicago Distribution Center,DC,Medical Devices & Diagnostics,721,94,0,94,208,0,208,0,835,62.2,2,28,372,14,186,65,870,372,870,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-03-29,8,SKU_0002,DC_01,Medical Device for SKU_0002,Chicago Distribution Center,DC,Medical Devices & Diagnostics,835,72,0,72,0,146,146,0,909,88.4,2,28,372,14,186,65,870,372,870,100,4,0,39,MDS,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-04-05,9,SKU_0002,DC_01,Medical Device for SKU_0002,Chicago Distribution Center,DC,Medical Devices & Diagnostics,909,137,0,137,0,0,0,0,772,39.4,2,28,372,14,186,65,870,372,870,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-04-12,10,SKU_0002,DC_01,Medical Device for SKU_0002,Chicago Distribution Center,DC,Medical Devices & Diagnostics,772,127,0,127,0,0,0,0,645,35.6,2,28,372,14,186,65,870,372,870,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-04-19,11,SKU_0002,DC_01,Medical Device for SKU_0002,Chicago Distribution Center,DC,Medical Devices & Diagnostics,645,112,0,112,0,535,535,0,1068,66.8,2,28,372,14,186,65,870,372,870,100,22,0,198,MDS,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-04-26,12,SKU_0002,DC_01,Medical Device for SKU_0002,Chicago Distribution Center,DC,Medical Devices & Diagnostics,1068,81,0,81,0,143,143,0,1130,97.7,2,28,372,14,186,65,870,372,870,100,29,0,260,MDS,None,None,Healthy,A,0,0,0,0,0,,
BD-20260331-00028,2026-03-31,2026-02-08,1,SKU_0002,DC_02,Medical Device for SKU_0002,Dallas Distribution Center,DC,Medical Devices & Diagnostics,31,22,0,22,0,46,46,0,55,17.5,3,28,107,21,80,108,413,107,413,51,0,52,0,MDS,High MSTN,P1,Critical Stockout,A,100,48,100,100,84,Low Opening Stock (31 vs SS 107) + Supply (46) cannot meet Demand (22). Week 1 within 3-week lead time.,"Opening inventory of 31 and supply of 46 are sufficient to cover the demand of 22. However, the projected closing inventory of 55 falls 52 units below the target safety stock requirement of 107, compromising the critical service level buffer."
,2026-03-31,2026-02-15,2,SKU_0002,DC_02,Medical Device for SKU_0002,Dallas Distribution Center,DC,Medical Devices & Diagnostics,55,35,0,35,0,165,165,0,185,37.0,3,28,107,21,80,108,413,107,413,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-02-22,3,SKU_0002,DC_02,Medical Device for SKU_0002,Dallas Distribution Center,DC,Medical Devices & Diagnostics,185,31,0,31,0,209,209,0,363,82.0,3,28,107,21,80,108,413,107,413,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-03-01,4,SKU_0002,DC_02,Medical Device for SKU_0002,Dallas Distribution Center,DC,Medical Devices & Diagnostics,363,33,0,33,0,0,0,0,330,70.0,3,28,107,21,80,108,413,107,413,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-03-08,5,SKU_0002,DC_02,Medical Device for SKU_0002,Dallas Distribution Center,DC,Medical Devices & Diagnostics,330,19,0,19,0,54,54,0,365,134.5,3,28,107,21,80,108,413,107,413,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-03-15,6,SKU_0002,DC_02,Medical Device for SKU_0002,Dallas Distribution Center,DC,Medical Devices & Diagnostics,365,36,0,36,32,0,32,0,361,70.2,3,28,107,21,80,108,413,107,413,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-03-22,7,SKU_0002,DC_02,Medical Device for SKU_0002,Dallas Distribution Center,DC,Medical Devices & Diagnostics,361,29,0,29,53,0,53,0,385,92.9,3,28,107,21,80,108,413,107,413,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-03-29,8,SKU_0002,DC_02,Medical Device for SKU_0002,Dallas Distribution Center,DC,Medical Devices & Diagnostics,385,30,0,30,49,0,49,0,404,94.3,3,28,107,21,80,108,413,107,413,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-04-05,9,SKU_0002,DC_02,Medical Device for SKU_0002,Dallas Distribution Center,DC,Medical Devices & Diagnostics,404,35,0,35,46,0,46,0,415,83.0,3,28,107,21,80,108,413,107,413,100,0,0,2,MDS,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-04-12,10,SKU_0002,DC_02,Medical Device for SKU_0002,Dallas Distribution Center,DC,Medical Devices & Diagnostics,415,19,0,19,0,0,0,0,396,145.9,3,28,107,21,80,108,413,107,413,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-04-19,11,SKU_0002,DC_02,Medical Device for SKU_0002,Dallas Distribution Center,DC,Medical Devices & Diagnostics,396,28,0,28,0,42,42,0,410,102.5,3,28,107,21,80,108,413,107,413,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-04-26,12,SKU_0002,DC_02,Medical Device for SKU_0002,Dallas Distribution Center,DC,Medical Devices & Diagnostics,410,31,0,31,58,0,58,0,437,98.7,3,28,107,21,80,108,413,107,413,100,5,0,24,MDS,None,None,Healthy,A,0,0,0,0,0,,
BD-20260331-00029,2026-03-31,2026-02-08,1,SKU_0002,DC_03,Medical Device for SKU_0002,Atlanta Distribution Center,DC,Medical Devices & Diagnostics,385,122,0,122,0,0,0,0,263,15.1,3,28,480,21,360,111,1910,480,1910,54,0,217,0,MDS,High MSTN,P1,Critical Stockout,A,100,45,100,100,84,Opening Stock (385) + Zero Inbound Supply cannot meet Demand (122). Week 1 within 3-week lead time.,"Opening inventory of 385 and supply of 0 are sufficient to cover the demand of 122. However, the projected closing inventory of 263 falls 217 units below the target safety stock requirement of 480, compromising the critical service level buffer."
BD-20260331-00030,2026-03-31,2026-02-15,2,SKU_0002,DC_03,Medical Device for SKU_0002,Atlanta Distribution Center,DC,Medical Devices & Diagnostics,263,135,0,135,0,0,0,0,128,6.6,3,28,480,21,360,111,1910,480,1910,26,0,352,0,MDS,High MSTN,P1,Critical Stockout,A,100,73,50,100,82,Opening Stock (263) + Zero Inbound Supply cannot meet Demand (135). Week 2 within 3-week lead time.,"Opening inventory of 263 and supply of 0 are sufficient to cover the demand of 135. However, the projected closing inventory of 128 falls 352 units below the target safety stock requirement of 480, compromising the critical service level buffer."
BD-20260331-00031,2026-03-31,2026-02-22,3,SKU_0002,DC_03,Medical Device for SKU_0002,Atlanta Distribution Center,DC,Medical Devices & Diagnostics,128,116,0,116,0,0,0,0,12,0.7,3,28,480,21,360,111,1910,480,1910,2,0,468,0,MDS,High MSTN,P1,Critical Stockout,A,100,97,33,100,86,Opening Stock (128) + Zero Inbound Supply cannot meet Demand (116). Week 3 within 3-week lead time.,"Opening inventory of 128 and supply of 0 are sufficient to cover the demand of 116. However, the projected closing inventory of 12 falls 468 units below the target safety stock requirement of 480, compromising the critical service level buffer."
BD-20260331-00032,2026-03-31,2026-03-01,4,SKU_0002,DC_03,Medical Device for SKU_0002,Atlanta Distribution Center,DC,Medical Devices & Diagnostics,12,134,0,134,0,192,192,0,70,3.7,3,28,480,21,360,111,1910,480,1910,14,0,410,0,MDS,High MSTN,P2,At-Risk Stockout,A,67,85,25,100,67,Low Opening Stock (12 vs SS 480) + Supply (192) cannot meet Demand (134).,"Opening inventory of 12 and supply of 192 are sufficient to cover the demand of 134. However, the projected closing inventory of 70 falls 410 units below the target safety stock requirement of 480, compromising the critical service level buffer."
BD-20260331-00033,2026-03-31,2026-03-08,5,SKU_0002,DC_03,Medical Device for SKU_0002,Atlanta Distribution Center,DC,Medical Devices & Diagnostics,70,126,0,126,0,237,237,0,181,10.1,3,28,480,21,360,111,1910,480,1910,37,0,299,0,MDS,High MSTN,P2,At-Risk Stockout,A,67,62,20,100,59,Low Opening Stock (70 vs SS 480) + Supply (237) cannot meet Demand (126).,"Opening inventory of 70 and supply of 237 are sufficient to cover the demand of 126. However, the projected closing inventory of 181 falls 299 units below the target safety stock requirement of 480, compromising the critical service level buffer."
BD-20260331-00034,2026-03-31,2026-03-15,6,SKU_0002,DC_03,Medical Device for SKU_0002,Atlanta Distribution Center,DC,Medical Devices & Diagnostics,181,105,0,105,315,0,315,0,391,26.1,3,28,480,21,360,111,1910,480,1910,81,0,89,0,MDS,Medium MSTN,P3,Potential Stockout,A,33,18,16,100,32,Low Opening Stock (181 vs SS 480) + Supply (315) cannot meet Demand (105).,"Opening inventory of 181 and supply of 315 are sufficient to cover the demand of 105. However, the projected closing inventory of 391 falls 89 units below the target safety stock requirement of 480, compromising the critical service level buffer."
BD-20260331-00035,2026-03-31,2026-03-22,7,SKU_0002,DC_03,Medical Device for SKU_0002,Atlanta Distribution Center,DC,Medical Devices & Diagnostics,391,105,0,105,0,0,0,0,286,19.1,3,28,480,21,360,111,1910,480,1910,59,0,194,0,MDS,High MSTN,P2,At-Risk Stockout,A,67,40,14,100,52,Opening Stock (391) + Zero Inbound Supply cannot meet Demand (105).,"Opening inventory of 391 and supply of 0 are sufficient to cover the demand of 105. However, the projected closing inventory of 286 falls 194 units below the target safety stock requirement of 480, compromising the critical service level buffer."
BD-20260331-00036,2026-03-31,2026-03-29,8,SKU_0002,DC_03,Medical Device for SKU_0002,Atlanta Distribution Center,DC,Medical Devices & Diagnostics,286,111,0,111,0,0,0,0,175,11.0,3,28,480,21,360,111,1910,480,1910,36,0,305,0,MDS,High MSTN,P2,At-Risk Stockout,A,67,63,12,100,58,Opening Stock (286) + Zero Inbound Supply cannot meet Demand (111).,"Opening inventory of 286 and supply of 0 are sufficient to cover the demand of 111. However, the projected closing inventory of 175 falls 305 units below the target safety stock requirement of 480, compromising the critical service level buffer."
BD-20260331-00037,2026-03-31,2026-04-05,9,SKU_0002,DC_03,Medical Device for SKU_0002,Atlanta Distribution Center,DC,Medical Devices & Diagnostics,175,104,0,104,0,315,315,0,386,26.0,3,28,480,21,360,111,1910,480,1910,80,0,94,0,MDS,Medium MSTN,P3,Potential Stockout,A,33,19,11,100,31,Low Opening Stock (175 vs SS 480) + Supply (315) cannot meet Demand (104).,"Opening inventory of 175 and supply of 315 are sufficient to cover the demand of 104. However, the projected closing inventory of 386 falls 94 units below the target safety stock requirement of 480, compromising the critical service level buffer."
BD-20260331-00038,2026-03-31,2026-04-12,10,SKU_0002,DC_03,Medical Device for SKU_0002,Atlanta Distribution Center,DC,Medical Devices & Diagnostics,386,141,0,141,0,0,0,0,245,12.2,3,28,480,21,360,111,1910,480,1910,51,0,235,0,MDS,High MSTN,P2,At-Risk Stockout,A,67,48,10,100,53,Opening Stock (386) + Zero Inbound Supply cannot meet Demand (141).,"Opening inventory of 386 and supply of 0 are sufficient to cover the demand of 141. However, the projected closing inventory of 245 falls 235 units below the target safety stock requirement of 480, compromising the critical service level buffer."
BD-20260331-00039,2026-03-31,2026-04-19,11,SKU_0002,DC_03,Medical Device for SKU_0002,Atlanta Distribution Center,DC,Medical Devices & Diagnostics,245,77,0,77,0,0,0,0,168,15.3,3,28,480,21,360,111,1910,480,1910,35,0,312,0,MDS,High MSTN,P2,At-Risk Stockout,A,67,65,9,100,58,Opening Stock (245) + Zero Inbound Supply cannot meet Demand (77).,"Opening inventory of 245 and supply of 0 are sufficient to cover the demand of 77. However, the projected closing inventory of 168 falls 312 units below the target safety stock requirement of 480, compromising the critical service level buffer."
BD-20260331-00040,2026-03-31,2026-04-26,12,SKU_0002,DC_03,Medical Device for SKU_0002,Atlanta Distribution Center,DC,Medical Devices & Diagnostics,168,90,0,90,0,0,0,0,78,6.1,3,28,480,21,360,111,1910,480,1910,16,0,402,0,MDS,High MSTN,P2,At-Risk Stockout,A,67,83,8,100,63,Opening Stock (168) + Zero Inbound Supply cannot meet Demand (90).,"Opening inventory of 168 and supply of 0 are sufficient to cover the demand of 90. However, the projected closing inventory of 78 falls 402 units below the target safety stock requirement of 480, compromising the critical service level buffer."
,2026-03-31,2026-02-08,1,SKU_0002,DC_04,Medical Device for SKU_0002,Los Angeles Distribution Center,DC,Medical Devices & Diagnostics,658,105,0,105,225,0,225,0,778,51.9,2,28,322,14,161,103,1190,322,1190,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-02-15,2,SKU_0002,DC_04,Medical Device for SKU_0002,Los Angeles Distribution Center,DC,Medical Devices & Diagnostics,778,73,0,73,0,0,0,0,705,67.6,2,28,322,14,161,103,1190,322,1190,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-02-22,3,SKU_0002,DC_04,Medical Device for SKU_0002,Los Angeles Distribution Center,DC,Medical Devices & Diagnostics,705,91,0,91,226,0,226,0,840,64.6,2,28,322,14,161,103,1190,322,1190,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-03-01,4,SKU_0002,DC_04,Medical Device for SKU_0002,Los Angeles Distribution Center,DC,Medical Devices & Diagnostics,840,75,0,75,0,159,159,0,924,86.2,2,28,322,14,161,103,1190,322,1190,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-03-08,5,SKU_0002,DC_04,Medical Device for SKU_0002,Los Angeles Distribution Center,DC,Medical Devices & Diagnostics,924,111,0,111,133,0,133,0,946,59.7,2,28,322,14,161,103,1190,322,1190,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-03-15,6,SKU_0002,DC_04,Medical Device for SKU_0002,Los Angeles Distribution Center,DC,Medical Devices & Diagnostics,946,97,0,97,0,0,0,0,849,61.3,2,28,322,14,161,103,1190,322,1190,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-03-22,7,SKU_0002,DC_04,Medical Device for SKU_0002,Los Angeles Distribution Center,DC,Medical Devices & Diagnostics,849,90,0,90,0,180,180,0,939,73.0,2,28,322,14,161,103,1190,322,1190,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-03-29,8,SKU_0002,DC_04,Medical Device for SKU_0002,Los Angeles Distribution Center,DC,Medical Devices & Diagnostics,939,90,0,90,0,187,187,0,1036,80.6,2,28,322,14,161,103,1190,322,1190,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-04-05,9,SKU_0002,DC_04,Medical Device for SKU_0002,Los Angeles Distribution Center,DC,Medical Devices & Diagnostics,1036,96,0,96,103,0,103,0,1043,76.1,2,28,322,14,161,103,1190,322,1190,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-04-12,10,SKU_0002,DC_04,Medical Device for SKU_0002,Los Angeles Distribution Center,DC,Medical Devices & Diagnostics,1043,78,0,78,0,0,0,0,965,86.6,2,28,322,14,161,103,1190,322,1190,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-04-19,11,SKU_0002,DC_04,Medical Device for SKU_0002,Los Angeles Distribution Center,DC,Medical Devices & Diagnostics,965,73,0,73,0,0,0,0,892,85.5,2,28,322,14,161,103,1190,322,1190,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-04-26,12,SKU_0002,DC_04,Medical Device for SKU_0002,Los Angeles Distribution Center,DC,Medical Devices & Diagnostics,892,83,0,83,0,130,130,0,939,79.2,2,28,322,14,161,103,1190,322,1190,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-02-08,1,SKU_0002,DC_05,Medical Device for SKU_0002,New York Distribution Center,DC,Medical Devices & Diagnostics,253,27,0,27,0,0,0,0,226,58.6,4,28,88,28,88,72,227,88,227,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-02-15,2,SKU_0002,DC_05,Medical Device for SKU_0002,New York Distribution Center,DC,Medical Devices & Diagnostics,226,19,0,19,0,0,0,0,207,76.3,4,28,88,28,88,72,227,88,227,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,,
BD-20260331-00041,2026-03-31,2026-02-22,3,SKU_0002,DC_05,Medical Device for SKU_0002,New York Distribution Center,DC,Medical Devices & Diagnostics,207,13,0,13,43,0,43,0,237,127.6,4,28,88,28,88,72,227,88,227,100,4,0,10,MDS,Low ESTN,P2,At-Risk Excess,A,67,4,33,100,45,Opening Stock (207) + Aggressive Supply (43) exceeds Forecast (13).,"Opening inventory of 207 and supply of 43 exceed the demand of 13, resulting in a projected surplus of 237. This inventory levels violates the maximum stock threshold of 227 units by 10 units, increasing holding risk."
,2026-03-31,2026-03-01,4,SKU_0002,DC_05,Medical Device for SKU_0002,New York Distribution Center,DC,Medical Devices & Diagnostics,237,28,0,28,0,48,48,0,257,64.2,4,28,88,28,88,72,227,88,227,100,13,0,30,MDS,None,None,Healthy,A,0,0,0,0,0,,
BD-20260331-00042,2026-03-31,2026-03-08,5,SKU_0002,DC_05,Medical Device for SKU_0002,New York Distribution Center,DC,Medical Devices & Diagnostics,257,23,0,23,0,0,0,0,234,71.2,4,28,88,28,88,72,227,88,227,100,3,0,7,MDS,Low ESTN,P2,At-Risk Excess,A,67,3,20,100,42,High Opening Stock (257) + Supply (0) exceeds Max Stock (227) vs Demand (23).,"Opening inventory of 257 and supply of 0 exceed the demand of 23, resulting in a projected surplus of 234. This inventory levels violates the maximum stock threshold of 227 units by 7 units, increasing holding risk."
,2026-03-31,2026-03-15,6,SKU_0002,DC_05,Medical Device for SKU_0002,New York Distribution Center,DC,Medical Devices & Diagnostics,234,18,0,18,0,0,0,0,216,84.0,4,28,88,28,88,72,227,88,227,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-03-22,7,SKU_0002,DC_05,Medical Device for SKU_0002,New York Distribution Center,DC,Medical Devices & Diagnostics,216,25,0,25,0,64,64,0,255,71.4,4,28,88,28,88,72,227,88,227,100,12,0,28,MDS,None,None,Healthy,A,0,0,0,0,0,,
BD-20260331-00043,2026-03-31,2026-03-29,8,SKU_0002,DC_05,Medical Device for SKU_0002,New York Distribution Center,DC,Medical Devices & Diagnostics,255,20,0,20,0,65,65,0,300,105.0,4,28,88,28,88,72,227,88,227,100,32,0,73,MDS,High ESTN,P2,At-Risk Excess,A,67,32,12,100,49,High Opening Stock (255) + Supply (65) exceeds Max Stock (227) vs Demand (20).,"Opening inventory of 255 and supply of 65 exceed the demand of 20, resulting in a projected surplus of 300. This inventory levels violates the maximum stock threshold of 227 units by 73 units, increasing holding risk."
BD-20260331-00044,2026-03-31,2026-04-05,9,SKU_0002,DC_05,Medical Device for SKU_0002,New York Distribution Center,DC,Medical Devices & Diagnostics,300,22,0,22,0,51,51,0,329,104.7,4,28,88,28,88,72,227,88,227,100,44,0,102,MDS,High ESTN,P2,At-Risk Excess,A,67,44,11,100,52,High Opening Stock (300) + Supply (51) exceeds Max Stock (227) vs Demand (22).,"Opening inventory of 300 and supply of 51 exceed the demand of 22, resulting in a projected surplus of 329. This inventory levels violates the maximum stock threshold of 227 units by 102 units, increasing holding risk."
BD-20260331-00045,2026-03-31,2026-04-12,10,SKU_0002,DC_05,Medical Device for SKU_0002,New York Distribution Center,DC,Medical Devices & Diagnostics,329,22,0,22,0,0,0,0,307,97.7,4,28,88,28,88,72,227,88,227,100,35,0,80,MDS,High ESTN,P2,At-Risk Excess,A,67,35,10,100,49,High Opening Stock (329) + Supply (0) exceeds Max Stock (227) vs Demand (22).,"Opening inventory of 329 and supply of 0 exceed the demand of 22, resulting in a projected surplus of 307. This inventory levels violates the maximum stock threshold of 227 units by 80 units, increasing holding risk."
BD-20260331-00046,2026-03-31,2026-04-19,11,SKU_0002,DC_05,Medical Device for SKU_0002,New York Distribution Center,DC,Medical Devices & Diagnostics,307,28,0,28,0,0,0,0,279,69.8,4,28,88,28,88,72,227,88,227,100,22,0,52,MDS,High ESTN,P2,At-Risk Excess,A,67,22,9,100,45,High Opening Stock (307) + Supply (0) exceeds Max Stock (227) vs Demand (28).,"Opening inventory of 307 and supply of 0 exceed the demand of 28, resulting in a projected surplus of 279. This inventory levels violates the maximum stock threshold of 227 units by 52 units, increasing holding risk."
,2026-03-31,2026-04-26,12,SKU_0002,DC_05,Medical Device for SKU_0002,New York Distribution Center,DC,Medical Devices & Diagnostics,279,26,0,26,0,0,0,0,253,68.1,4,28,88,28,88,72,227,88,227,100,11,0,26,MDS,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-02-08,1,SKU_0002,FAC_01,Medical Device for SKU_0002,BD Manufacturing Facility - New Jersey,Factory,Medical Devices & Diagnostics,2163,165,0,165,0,0,0,0,1998,84.8,4,28,1369,28,1369,94,4610,1369,4610,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-02-15,2,SKU_0002,FAC_01,Medical Device for SKU_0002,BD Manufacturing Facility - New Jersey,Factory,Medical Devices & Diagnostics,1998,209,0,209,0,954,954,0,2743,91.9,4,28,1369,28,1369,94,4610,1369,4610,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-02-22,3,SKU_0002,FAC_01,Medical Device for SKU_0002,BD Manufacturing Facility - New Jersey,Factory,Medical Devices & Diagnostics,2743,603,0,603,0,914,914,0,3054,35.5,4,28,1369,28,1369,94,4610,1369,4610,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-03-01,4,SKU_0002,FAC_01,Medical Device for SKU_0002,BD Manufacturing Facility - New Jersey,Factory,Medical Devices & Diagnostics,3054,291,0,291,0,1127,1127,0,3890,93.6,4,28,1369,28,1369,94,4610,1369,4610,100,0,0,0,MDS,None,None,Healthy,A,0,0,0,0,0,,
